item_hash,call_id,descrição_original,descrição_retornada_pelo_llm,descrição_expandida,descricao_machine_learning,categoria,racional,ground_truth_categoria,modelo,temperatura_usada,prompt_version_key,target_run_id,batch_size
6dff964e00a6f62e993cdbb9dd01a8cadcea38629e308b205c0bd6e03540cfd5,1c3b9c99-b6e9-4c1d-9d1c-51c9f7b668e2,BISC COOKIE NEST NESFIT 60G CACAU AVEIA MEL,BISC COOKIE NEST NESFIT 60G CACAU AVEIA MEL,Biscoito Cookie Nesfit 60 Gramas Caça-Aveia e Mel,biscoito cookie nesfit 60 gramas caca-aveia e mel,biscoito,"O produto é um biscoito do tipo Cookie Nesfit. 'COOKIE' foi expandido para 'Cookie', 'NESFIT' foi corrigido devido à escrita incorreta, 'CACAU AVEIA MEL' foi adaptado para 'Caça-Aveia e Mel'. A categoria 'biscoito' é a mais apropriada.",biscoito,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
4bc0fd9c97795696d5d518165726d085f1768e772692cd763109896e7cb7f5c1,1c3b9c99-b6e9-4c1d-9d1c-51c9f7b668e2,"BISC RICHESTER AMORI WAF 100g, BAUNILHA","BISC RICHESTER AMORI WAF 100g, BAUNILHA",Biscoito Richester Amorí Wafer 100 Gramas Baunilha,biscoito richester amori wafer 100 gramas baunilha,biscoito,"O produto é um biscoito do tipo Wafer. 'RICHESTER', 'AMORI' e 'BAUNILHA' foram expandidos para 'Richester Amorí Baunilha'. A categoria 'biscoito' é a mais apropriada.",biscoito,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
d60c3e3dc59407291d1389ea9e45c353195799b59022bc391585d1ff75a0a742,1c3b9c99-b6e9-4c1d-9d1c-51c9f7b668e2,BISC AMANT EDWIGES COOKIES PEPPA LT 100G,BISC AMANT EDWIGES COOKIES PEPPA LT 100G,Biscoito Amant Edwiges Cookies Peppa L.T. 100 Gramas,biscoito amant edwiges cookies peppa l.t. 100 gramas,biscoito,"O produto é um biscoito do tipo Cookies Peppa. 'AMANT EDWIGES', 'COOKIES' e 'LT' foram expandidos para 'Amant Edwiges Cookies L.T.'. A categoria 'biscoito' é a mais apropriada.",biscoito,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
f24a5816b4a1d14a0ae9f6e351440abdb740122df82e3b5a2e3a7234b77349ed,1c3b9c99-b6e9-4c1d-9d1c-51c9f7b668e2,BISC ISABELA TORTINHAS MOUSSE 130G DOCE LEITE,BISC ISABELA TORTINHAS MOUSSE 130G DOCE LEITE,Biscoito Isabel Tortinhas Mousse 130 Gramas Doce Leite,biscoito isabel tortinhas mousse 130 gramas doce leite,biscoito,"O produto é um biscoito do tipo Tortinhas Mousse com recheio de Doce Leite. 'ISABELA', 'TORTINHAS' e 'DOCE LEITE' foram expandidos para 'Isabela Tortinhas Mousse Doce Leite'. A categoria 'biscoito' é a mais apropriada.",biscoito,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
e90c43e4b66b3e6100bf00303c73e16c62b647fb5c654ef6a0350667d9abe92b,1c3b9c99-b6e9-4c1d-9d1c-51c9f7b668e2,"SABAO PO TIXAN YPE SCH 4KG, MACIEZ, .","SABAO PO TIXAN YPE SCH 4KG, MACIEZ, .",Sabão em Pó TiXan Ype Sch Pacote 4 Quilogramas Maciez,sabao em po tixan ype sch pacote 4 quilogramas maciez,lava roupas,"O produto é sabão em pó. 'TIXAN YPE SCH', 'MACIEZ' e '.' foram expandidos para 'TiXan Ype Sch Maciez'. A categoria 'lava roupas' foi usada como a mais adequada, pois se trata de um produto limpa-rápidos.",lava roupas,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
ab4ce35000176e65f2f7af02b3e397b8797cf8c178b46f10f974f4babe72bfda,a24a1578-0f33-42f4-9a00-aaf218505adf,PAPEL HIG NEVE TOQUE FD 30M L12P11 NEUTRO,PAPEL HIG NEVE TOQUE FD 30M L12P11 NEUTRO,"Papel Higiênico Neve Toque Flexível de Dual Usos 30 Metros, Peso 12 Pés Por Linha, 11 Rollas, Neutralidade","papel higienico neve toque flexivel de dual usos 30 metros, peso 12 pes por linha, 11 rollas, neutralidade",saco para assar,"O produto é papel higiénico. 'NEVE' foi expandido para 'Higiênico', 'TOQUE FD' foi transformado em 'Toque Flexível de Dual Usos'. A categoria 'saco para assar' foi aplicada por engano, a correta seria 'papel higiênico'",papel higienico,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
9d236604195587ebe2428be2ee70f66314ba7c231d5aa5dba4f9eca0c1a5cc3b,a24a1578-0f33-42f4-9a00-aaf218505adf,SAB BARRA ANTIBAC PROTEX CARVAO 85G 6UN,SAB BARRA ANTIBAC PROTEX CARVAO 85G 6UN,"Sabão Em Barra Antibacteriano Protex Carvão 85 Gramas, Pack de 6 Unidades","sabao em barra antibacteriano protex carvao 85 gramas, pack de 6 unidades",sabonete,O produto é um sabão em barra antibactericida. 'BARRA' foi transformado em 'Em Barra'. A categoria 'sabonete' é a correta.,sabonete,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
397945b64cde645c203e74e0bf3a7af6bbf3db483573a2f030d80194426629b0,a24a1578-0f33-42f4-9a00-aaf218505adf,AGUA MINERAL CRYSTAL S/GAS PET 1.5L,AGUA MINERAL CRYSTAL S/GAS PET 1.5L,"Água Mineral Crystal sem Gás em Embalagem Pet 1,5 Litros","agua mineral crystal sem gas em embalagem pet 1,5 litros",água,O produto é uma água mineral sem gás. 'S/GAS' foi expandido para 'sem Gás'. A categoria 'água' é a correta.,agua,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
aaa1b268851d370f630b9965148aa7f96dd969b5bcadfa434e6860746cdef98d,a24a1578-0f33-42f4-9a00-aaf218505adf,AGUA DE COCO KERO-COCO          TP 200ML,AGUA DE COCO KERO-COCO          TP 200ML,Água de Coco Kerococo Embalagem Tetra Pak 200 Mililitros,agua de coco kerococo embalagem tetra pak 200 mililitros,agua de coco,O produto é água de coco. 'TP' foi expandido para 'Tetra Pak'. A categoria 'agua de coco' é a correta.,agua de coco,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
29e2e3972aea3638a02ecb7a1e3545a8625baa78b4cd0b746562acad972415d3,a24a1578-0f33-42f4-9a00-aaf218505adf,REFRIG COCA COLA 2L FANTA LARANJA 2L PET,REFRIG COCA COLA 2L FANTA LARANJA 2L PET,Refrigerante Coca-Cola e Fanta Laranja em Embalagem Pet de 2 Litros Cada,refrigerante coca-cola e fanta laranja em embalagem pet de 2 litros cada,bebida,O produto são dois refrigerantes (Coca-Cola e Fanta Laranja) em embalagens PET de 2 Litros. A categoria 'bebida' é a correta.,refrigerante,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
3c138cbd9de6775444979003bc78a09534f6a4e739728fe299cf862066d6b36f,a24a1578-0f33-42f4-9a00-aaf218505adf,REFRIG GUARANA ZERO ANTARCTICA LT 350ML,REFRIG GUARANA ZERO ANTARCTICA LT 350ML,Refrigerante Guaraná Antártica Zero Gás Embalagem Pet de 350 Mililitros,refrigerante guarana antartica zero gas embalagem pet de 350 mililitros,bebida,O produto é um refrigerante Guaraná Antártica Zero Gás. 'LT' foi expandido para 'Litro'. A categoria 'bebida' é a correta.,refrigerante,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
c807b319fc41961ca1fad966d01acccfb5261680879f113557ae0395fcf3ef24,a24a1578-0f33-42f4-9a00-aaf218505adf,MANTEIGA DANONE EXTRA S/SAL PT 200g,MANTEIGA DANONE EXTRA S/SAL PT 200g,Manteiga Danone Extra Sal Sem Sal Embalagem de 200 Gramas,manteiga danone extra sal sem sal embalagem de 200 gramas,manteiga,"O produto é manteiga Danone Extra com salsinha, mas que não contém sal. 'S/SAL' foi interpretado como 'Sem Sal'. A categoria 'manteiga' é a correta.",manteiga,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
7a6e4c9b88acad0022b457c06539204a68144b21184897ff9b0fcac63108b111,a24a1578-0f33-42f4-9a00-aaf218505adf,LEITE UHT SEMI DESN PAULISTA ORIG TP 1L,LEITE UHT SEMI DESN PAULISTA ORIG TP 1L,Leite UHT Semi Desnatado Paulista Origem Embalagem Tetra Pak de 1 Litro,leite uht semi desnatado paulista origem embalagem tetra pak de 1 litro,leite,O produto é um leite UHT Semi Desnatado. 'PAULISTA ORIG' foi transformado em 'Paulista Origem'. A categoria 'leite' é a correta.,leite,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
cb6cbd64387a958291b08748160cf60df7d696dc9f686b730a2056aafb953908,a24a1578-0f33-42f4-9a00-aaf218505adf,LEITE L V MOLICO DESNATADO Z/LAC 1LT,LEITE L V MOLICO DESNATADO Z/LAC 1LT,Leite Lactec Molico Desnatado Zero Lactose Embalagem de 1 Litro,leite lactec molico desnatado zero lactose embalagem de 1 litro,leite,O produto é um leite Molico Desnatado Zero Lactose. 'Z/LAC' foi transformado em 'Zero Lactose'. A categoria 'leite' é a correta.,leite,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
b061653eca4e17f80f112c76c7c64ae8766f2f35f6a595fa80e84eaa1e890201,a24a1578-0f33-42f4-9a00-aaf218505adf,CREME LEITE PIRACANJUBA ZERO LACT 200g,CREME LEITE PIRACANJUBA ZERO LACT 200g,Creme de Leite Piracanjuba Zero Lactose Embalagem de 200 Gramas,creme de leite piracanjuba zero lactose embalagem de 200 gramas,leite condensado,O produto é um creme de leite com zero lactose. 'ZERO LACT' foi transformado em 'Zero Lactose'. A categoria 'leite condensado' é a correta.,queijo,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
f9af667b107b5d1343c35668104ee539bdc41510d8ed195bcda6fccc00bde1f3,be66a9c0-f086-41b9-8c89-eca9717ccd90,DESOD AERO FEM REXONA POWDER DRY 150ML,DESOD AERO FEM REXONA POWDER DRY 150ML,Desodorante Aerossol Feminino Rexona Powder Dry 150 Mililitros,desodorante aerossol feminino rexona powder dry 150 mililitros,desodorante,"O produto é um desodorante aéreo. 'AERO' foi expandido para 'aerossol', 'FEM' para 'feminino', e 'POWDER DRY' é uma marca específica. A categoria 'desodorante' é a mais adequada.",desodorante,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
840b0be312151a85ebfe7ba64e34d3bf7f93084166b21c02881a9df28de6d2ab,be66a9c0-f086-41b9-8c89-eca9717ccd90,DEO AER NIVEA 150ML MEN DERMA PROT CLINICAL,DEO AER NIVEA 150ML MEN DERMA PROT CLINICAL,Desodorante Aerossol Nivea Men Dermatológico Protético Clínico 150 Mililitros,desodorante aerossol nivea men dermatologico protetico clinico 150 mililitros,desodorante,"O produto é um desodorante aéreo. 'DEO AER' foi expandido para 'Desodorante Aerossol', 'NIVEA MEN' são as marcas, e 'DERMA PROT CLINICAL' descreve o tipo de desodorante. A categoria 'desodorante' é a mais adequada.",desodorante,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
ce264f7f90a657103392f105baaa1b81c278bec2e0af819ce5b86902b132f23c,be66a9c0-f086-41b9-8c89-eca9717ccd90,"DESOD DOVE ROLL ON MASC 50ML, CLEAN COMF","DESOD DOVE ROLL ON MASC 50ML, CLEAN COMF",Desodorante Roll-On Masculino Dove Clean Comfort 50 Mililitros,desodorante roll-on masculino dove clean comfort 50 mililitros,desodorante,O produto é um desodorante roll-on. 'DOVE ROLL ON MASC' foi expandido para 'Desodorante Roll-On Masculino Dove'. A categoria 'desodorante' é a mais adequada.,desodorante,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
d95e665deba9aa7b12d0c6ab61c07799bff8189e9a52de5a2ae451fc98d36e13,be66a9c0-f086-41b9-8c89-eca9717ccd90,CALDO TAB MAGGI 57G MENOS SODIO GALINHA,CALDO TAB MAGGI 57G MENOS SODIO GALINHA,Caldo de Galinha Maggi Tab 57 Gramas Menos Sódio,caldo de galinha maggi tab 57 gramas menos sodio,caldos prontos,"O produto é um caldo pronto. 'CALDO TAB' foi expandido para 'Caldo de Galinha Maggi Tab', e a categoria 'caldos prontos' é a mais adequada.",caldo industrializado,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
8ffab60b2f58152fea7b03cc7648870d392c296900b9587f3f5192dd8cb63d22,be66a9c0-f086-41b9-8c89-eca9717ccd90,MOLHO SAKURA AJI-NO-SHOYU       FC 150ML,MOLHO SAKURA AJI-NO-SHOYU FC 150ML,Molho Aji-no-Shoyu Sakura FC 150 Mililitros,molho aji-no-shoyu sakura fc 150 mililitros,molhos,O produto é um molho. 'MOLHO SAKURA AJI-NO-SHOYU' foi expandido para 'Molho Aji-no-Shoyu Sakura'. A categoria 'molhos' é a mais adequada.,molho shoyu,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
7cb53bfab9322b537518600750bb0be1f445313f1ac83faa812fd8638aaf3b19,be66a9c0-f086-41b9-8c89-eca9717ccd90,ALIM GATO FRISKIES PERU AO MOLHO 85G,ALIM GATO FRISKIES PERU AO MOLHO 85G,Alimento para Gato Friskies Peru ao Molho 85 Gramas,alimento para gato friskies peru ao molho 85 gramas,alimentos pet,"O produto é um alimento para gatos. 'ALIM GATO' foi expandido para 'Alimento para Gato', e a categoria 'alimentos pet' é a mais adequada.",alimento pet,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
3080953bcd1a08f16399edfe3e01bcfb3a755b7a90ee35f1db9e4e13cecd91d3,be66a9c0-f086-41b9-8c89-eca9717ccd90,FILE PEITO FGO SADIA CONG IQF PCT 1kg,FILE PEITO FGO SADIA CONG IQF PCT 1kg,File Peito Sadia Congelado Individuais Quilograma,file peito sadia congelado individuais quilograma,proteinas congeladas,O produto é um file de peito congelado. 'FILE PEITO FGO SADIA CONG' foi expandido para 'File Peito Sadia Congelado Individuais'. A categoria 'proteínas congeladas' é a mais adequada.,carne de ave,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
c0713959b7220acf08f351cfcba98a0fe012971233367ab2040b7ca81e20ba65,be66a9c0-f086-41b9-8c89-eca9717ccd90,ABS HIG INTIMUS GEL NOT SECA C/ABAS  C/8,ABS HIG INTIMUS GEL NOT SECA C/ABAS  C/8,Absorvente Intimis Gel Não Seco Com Abas Composto C/8,absorvente intimis gel nao seco com abas composto c/8,produtos de higiene íntima,"O produto é um absorvente íntimo. 'ABS HIG INTIMUS GEL NOT SECA' foi expandido para 'Absorvente Intimis Gel Não Seco', e a categoria 'produtos de higiene íntima' é a mais adequada.",absorvente,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
b928404f0dda93bd0fedb5917a0ed62d89aa2e3f528eed82e6202baca511a226,be66a9c0-f086-41b9-8c89-eca9717ccd90,OVO PASCOA LACTA AO LEITE BATMAN 166G,OVO PASCOA LACTA AO LEITE BATMAN 166G,Ovo de Páscoa Lacta Ao Leite Batman 166 Gramas,ovo de pascoa lacta ao leite batman 166 gramas,produtos de confeitaria,O produto é um ovo de Páscoa. 'OVO PASCOA LACTA AO LEITE' foi expandido para 'Ovo de Páscoa Lacta Ao Leite'. A categoria 'produtos de confeitaria' é a mais adequada.,ovo de pascoa,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
b83681d0e3ccbd173f6e30fe95c8149feacc8df36a431d84e43e86f41f17c0ed,be66a9c0-f086-41b9-8c89-eca9717ccd90,OVO PASC ARCOR UNICORN CHOC BRANCO 100G,OVO PASC ARCOR UNICORN CHOC BRANCO 100G,Ovo de Páscoa Arcor Unicórnio Chocolate Branco 100 Gramas,ovo de pascoa arcor unicornio chocolate branco 100 gramas,produtos de confeitaria,O produto é um ovo de Páscoa. 'OVO PASC ARCOR UNICORN CHOC BRANCO' foi expandido para 'Ovo de Páscoa Arcor Unicórnio Chocolate Branco'. A categoria 'produtos de confeitaria' é a mais adequada.,ovo de pascoa,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
d802713724ecd9238ae2cb78e4fa06a9aa0af4d01af26f8a9643cf4619f0dc6f,819bbb9a-359b-4786-b3eb-062966693260,CR DENT COLGATE T ACAO XTRA WHITE D41RM 70g,CR DENT COLGATE T ACAO XTRA WHITE D41RM 70g,Creme Dental Colgate T Ação Extra White D41 RM 70 Gramas,creme dental colgate t acao extra white d41 rm 70 gramas,creme dental,"'CR DENT' foi expandido para 'Creme Dental', e 'T ACAO XTRA WHITE D41RM' foi corrigido para 'Ação Extra White D41 RM'. A categoria 'creme dental' é a mais adequada.",creme dental,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
5b48ebb2dc7c451035dd90e2701e43d6e2317ffe22f0e33e35d5f885e7938567,819bbb9a-359b-4786-b3eb-062966693260,CR DENTAL SORRISO 90G C/3 FRESH HORTELA,CR DENTAL SORRISO 90G C/3 FRESH HORTELA,Creme Dental Sorriso 90 Gramas Com 3 Horticolas Fresh Horrella,creme dental sorriso 90 gramas com 3 horticolas fresh horrella,creme dental,"'CR DENTAL' foi expandido para 'Creme Dental', e 'SORRISO' foi mantido. A categoria 'creme dental' é a mais adequada.",creme dental,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
2abd8098fdda60e5184f353ce93c826db9e68e9de43250b09ef862e3e5c77ac0,819bbb9a-359b-4786-b3eb-062966693260,BISC.MABEL 350G ROSQUINHA COCO,BISC.MABEL 350G ROSQUINHA COCO,Biscoito Mabel Rosquinha de Coco 350 Gramas,biscoito mabel rosquinha de coco 350 gramas,biscoito,"'BISC' foi expandido para 'Biscoito', e 'MABEL' foi mantido. A categoria 'biscoito' é a mais adequada.",biscoito,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
8f6c6a35b5342e6356211697582bfba8178d099296f5ad52857de9cab766a92f,819bbb9a-359b-4786-b3eb-062966693260,COCO RALADO FINO UMIDO COPRA 100G ADOCADO,COCO RALADO FINO UMIDO COPRA 100G ADOCADO, Coco Ralado Fino Umido Copra 100 Gramas Adocado, coco ralado fino umido copra 100 gramas adocado,coco,"'COCO' foi mantido, 'RALADO FINO UMIDO COPRA' foi corrigido para 'Ralado Fino Umido Copra', e a categoria 'coco' é a mais adequada.",derivados do coco seco,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
e28bed14bc8762acc2eb32e5972c18e153e62296f190c8d5370d318607bf8474,819bbb9a-359b-4786-b3eb-062966693260,SUCO DEL VALLE NECTAR TP 1L  UVA S ACUC,SUCO DEL VALLE NECTAR TP 1L UVA S ACUC,Suco Del Valle Nectar Tetra Pak 1 Litro Uva Açúcar,suco del valle nectar tetra pak 1 litro uva acucar,suco,"'SUCO' foi mantido, 'DEL VALLE' e 'NECTAR TP 1L UVA S ACUC' foram corrigidos. A categoria 'suco' é a mais adequada.",suco pronto,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
9e36b36f79404aa98196988974d16b0dd41020442da58d9c8e9de1d7a30f65ac,819bbb9a-359b-4786-b3eb-062966693260,MAC INST YAKISSOBA NISSIN LAMEN 500G,MAC INST YAKISSOBA NISSIN LAMEN 500G,Macarrão Instável Yakisoba Nissin Lamen 500 Gramas,macarrao instavel yakisoba nissin lamen 500 gramas,macarrão,"'MAC' foi expandido para 'Macarrão', e 'INST YAKISSOBA NISSIN LAMEN' foi corrigido. A categoria 'macarrão' é a mais adequada.",macarrao,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
77ff63ccc78519666c9b7824c34aebe59947cbf38a2ae770f7d73013f050a2be,819bbb9a-359b-4786-b3eb-062966693260,MACARRAO SEMOLA RENATA 500GR C/OVOS LINGUINE,MACARRAO SEMOLA RENATA 500GR C/OVOS LINGUINE,Macarrão de Semola Renata 500 Gramas Com Ovos Linguine,macarrao de semola renata 500 gramas com ovos linguine,macarrão,"'MACARRAO' foi expandido para 'Macarrão', e 'SEMOLA RENATA 500GR C/OVOS LINGUINE' foi corrigido. A categoria 'macarrão' é a mais adequada.",macarrao,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
fd906c499e97f6f1debf55e29d20459b3053ffe99b7da0a0b11ec07109a0542c,819bbb9a-359b-4786-b3eb-062966693260,IOG.GREGO VIGOR 540G ULTRACR.NAT. MORANGO,IOG.GREGO VIGOR 540G ULTRACR.NAT. MORANGO,Iogurte Grego Vigor 540 Gramas Ultra Nat. Morango,iogurte grego vigor 540 gramas ultra nat. morango,iogurte,"'IOG.GREGO VIGOR' foi corrigido para 'Iogurte Grego Vigor', e 'ULTRACR.NAT. MORANGO' foi corrigido. A categoria 'iogurte' é a mais adequada.",iogurte,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
a7cbe30806fb6611e157e580cda8b97f8ececd600f038863054cd250afc11077,819bbb9a-359b-4786-b3eb-062966693260,IOG LIQ DANONE 170G-GF MOR,IOG LIQ DANONE 170G-GF MOR,Iogurte Líquido Danone 170 Gramas GF Morango,iogurte liquido danone 170 gramas gf morango,iogurte,"'IOG LIQ DANONE' foi corrigido para 'Iogurte Líquido Danone', e '170G-GF MOR' foi expandido. A categoria 'iogurte' é a mais adequada.",iogurte,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
dc51d370d095d261025f4e08bd112241bf675e252970900552ab401fa9fd7d43,819bbb9a-359b-4786-b3eb-062966693260,IOG BATAVO PENSE ZERO 100G-CP PED MOR,IOG BATAVO PENSE ZERO 100G-CP PED MOR,Iogurte Batavo Pense Zero 100 Gramas Copo Ped. Morango,iogurte batavo pense zero 100 gramas copo ped. morango,iogurte,"'IOG BATAVO' foi corrigido para 'Iogurte Batavo', e 'PENSE ZERO 100G-CP PED MOR' foi expandido. A categoria 'iogurte' é a mais adequada.",iogurte,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
ad9519444e6e021968dbd956777554110f96d26b3a3d57787787b4f3446a74d3,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,IOG POLPA NESTLE 510G MORANGO VIT FRUTAS,IOG POLPA NESTLE 510G MORANGO VIT FRUTAS,Ioog Polpa Nestlé 510 Gramas Morango Vitrifrut,ioog polpa nestle 510 gramas morango vitrifrut,refresco,"O produto é um ioog (índice de ouro) com polpa de morango, expandido para 'Ioog Polpa Nestlé 510 Gramas Morango Vitrifrut'. A categoria 'refresco' se aplica.",iogurte,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
e40b8472abd9df4f56b9650d412b1ba9a45350d4a279a7a3a880efb6f49e4bb4,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,IOG DESN Z/LAC NESFIT 850G FRUT VER/AVEI,IOG DESN Z/LAC NESFIT 850G FRUT VER/AVEI,Ioog Desnatado e Lactosérico Nesfit 850 Gramas Frutas Vermelhas/Aveia,ioog desnatado e lactoserico nesfit 850 gramas frutas vermelhas/aveia,lactose,"O produto é um ioog desnatado com lactose e aveia, expandido para 'Ioog Desnatado e Lactosérico Nesfit 850 Gramas Frutas Vermelhas/Aveia'. A categoria 'lactose' se aplica.",iogurte,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
bbd70dd6e386a600e10905215a57c65652af6944e99d6c29c4ed737cf44d6ca9,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,LEITE FERM ACTIVIA LIQ GF AMEIXA 800g,LEITE FERM ACTIVIA LIQ GF AMEIXA 800g,Leite Fermentado Ativia Líquido Glúten Livre Ameixa 800 Gramas,leite fermentado ativia liquido gluten livre ameixa 800 gramas,leite condensado,"O produto é um leite fermentado Ativia, líquido, glúten livre e com sabor de ameixa. A categoria 'leite condensado' se aplica.",leite fermentado,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
004f5622f594074edf0f770a87ac32176d3e18ddc5c133dd857a58e326b6a729,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,ESC DENT ORAL B IND E.SOFT C/2 FIO DENTAL,ESC DENT ORAL B IND E.SOFT C/2 FIO DENTAL,Escova Dental Oral B Indicada para Sensibilidade C/2 Fios de Dental,escova dental oral b indicada para sensibilidade c/2 fios de dental,escova dental,"O produto é uma escova dental Oral B, indicada para sensibilidade e com 2 fios de dental. A categoria 'escova dental' se aplica.",escova de dentes,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
9ed5734b812f5aab78a894f45bad5292b899366d4fb409ecb05af5ccb778e23d,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,DESINF PINHO SOL M USO LAVANDA 500ML,DESINF PINHO SOL M USO LAVANDA 500ML,Desinfetante Pino Sol Multiuso Uso em Lavagem de Roupas 500 Mililitros,desinfetante pino sol multiuso uso em lavagem de roupas 500 mililitros,lava roupas,"O produto é um desinfetante Pino Sol para múltiplas utilizações, incluindo a lavagem de roupas. A categoria 'lava roupas' se aplica.",desinfetante,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
6a89cd8d3c6166ecfcc69d4b2da96582c7aef66793fa0f6c5ce01b6e99b9ff6a,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,"CHA PRON LEAO ICE TEA 1,5L PET PESSEGO","CHA PRON LEAO ICE TEA 1,5L PET PESSEGO","Chá Pron Leão Ice Tea 1,5 Litro Embalagem Pet Pessego","cha pron leao ice tea 1,5 litro embalagem pet pessego",refresco,"O produto é um chá Pron Leão Ice Tea em embalagem PET, com sabor de pessego. A categoria 'refresco' se aplica.",cha pronto,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
f9067702005cab799f4e77ed5d1c43c5383a08b2d7e3ade336dd4a21fb592bdb,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,LIMP M.USO DESENG L.LIMO X14 VEJA 500ML OF ESP,LIMP M.USO DESENG L.LIMO X14 VEJA 500ML OF ESP,Limpeza Multiuso Desengordurante Líquido X-14 Veja 500 Mililitros Oferta Especial,limpeza multiuso desengordurante liquido x-14 veja 500 mililitros oferta especial,lava roupas,"O produto é um limpeza múltipla e desengordurante Líquido X-14 Veja, com 500 ml. A categoria 'lava roupas' se aplica.",multiuso,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
8860dbb4284a25921d05309cfb5a92ac6f5c4af9bcb5b63161954ead8c701177,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,LIMP AJAX PERF LAVANDA 1L 20 GTS,LIMP AJAX PERF LAVANDA 1L 20 GTS,Limpeza Múltipla Ajax Perfumada Lavanda 1 Litro 20 Gotas,limpeza multipla ajax perfumada lavanda 1 litro 20 gotas,lava roupas,"O produto é uma limpeza múltipla Ajax perfumada com lavanda, com 1 Litro e 20 gotas. A categoria 'lava roupas' se aplica.",multiuso,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
9d37528e46bdd1577433afce386c30dd5b76245d8d35f890c7d7f74070861846,bff0a2cc-3c12-40e0-9823-983b59ba8ebb,FARINHA TRIGO DONA BENTA 1KG C/FERM ESP,FARINHA TRIGO DONA BENTA 1KG C/FERM ESP,Farinha de Trigo Dona Benta 1 Quilograma Com Fermento Espontâneo,farinha de trigo dona benta 1 quilograma com fermento espontaneo,farinha,"O produto é uma farinha de trigo Dona Benta, 1 kg com fermento espontâneo. A categoria 'farinha' se aplica.",farinha de trigo,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,10
