run_id,l0_target_size,selection_order_in_l0,original_index,text_sample,true_label_sample,assigned_semantic_cluster_id,selection_reason_code,selection_score_value
DRI_L0size500_Nc135_Seed542,500,320,86732,BARRA CHOC SNICKERS  AMEND CARAM BAC 42G,chocolate,50,intra_novelty_relevance,0.13149212846514438
DRI_L0size500_Nc135_Seed542,500,321,20784,SOBR CREM CHOC MEIO AMARGO DANETTE 180G,iogurte,50,intra_novelty_relevance,0.1281699895004778
DRI_L0size500_Nc135_Seed542,500,322,93231,PANETTONE CASA SUICA GOT CHOC ZERO 400g,panificacao natal,50,intra_novelty_relevance,0.11074931433852081
DRI_L0size500_Nc135_Seed542,500,323,26883,CHA LEAO FUZE C 15 SAQ 15G ERVA CIDREIRA,cha por infusao,51,first_relevance,1.5500893283015005
DRI_L0size500_Nc135_Seed542,500,324,117543,CHA DR.OETKER CAPIM/CID/LIMAO/GENG 10G,cha por infusao,51,intra_novelty_relevance,0.45415966173314687
DRI_L0size500_Nc135_Seed542,500,325,130597,CHA REAL MULTIERVAS CX 14G CAMOMILA/MEL,cha por infusao,51,intra_novelty_relevance,0.2494253872430578
DRI_L0size500_Nc135_Seed542,500,326,31940,AGUA DE COCO KERO-COCO          TP 200ML,agua de coco,52,first_relevance,1.8059055958868064
DRI_L0size500_Nc135_Seed542,500,327,171543,OLEO SOJA LIZA PET              FC 900ML,oleo vegetal,53,first_relevance,1.8250646671581598
DRI_L0size500_Nc135_Seed542,500,328,118886,POLPA FRUTA BRASFRUT GOIABA 100g,polpa de fruta congelada,54,first_relevance,1.52317733242992
DRI_L0size500_Nc135_Seed542,500,329,16816,POLPA NOSSA FRUTA CAJA UMBU PC 10X100G,polpa de fruta congelada,54,intra_novelty_relevance,0.22870749337037993
DRI_L0size500_Nc135_Seed542,500,330,142409,ERVILHA E MILHO VDE QUERO 170G LT,milho verde e ervilha em conserva,55,first_relevance,1.3099409384465963
DRI_L0size500_Nc135_Seed542,500,331,17663,LIMP M.USO DESENG L.LIMO X14 VEJA 500ML OF ESP,multiuso,56,first_relevance,2.049609937612982
DRI_L0size500_Nc135_Seed542,500,332,96415,LIMP AJAX PERF LAVANDA 1L 20 GTS,multiuso,56,intra_novelty_relevance,0.3107876461781684
DRI_L0size500_Nc135_Seed542,500,333,10636,LIMP BANH CIF 450ML SC C/CLORO TIRA LIMO,desinfetante,56,intra_novelty_relevance,0.24972632254545615
DRI_L0size500_Nc135_Seed542,500,334,137550,PAPEL HIG NEVE TOQUE FD 30M L12P11 NEUTRO,papel higienico,57,first_relevance,2.2254903671073762
DRI_L0size500_Nc135_Seed542,500,335,65570,CALDO TAB MAGGI 57G MENOS SODIO GALINHA,caldo industrializado,58,first_relevance,1.689295016112761
DRI_L0size500_Nc135_Seed542,500,336,149359,"CALDO PO SAZON LEV 32,5G-CX CARNE",caldo industrializado,58,intra_novelty_relevance,0.7324604119760962
DRI_L0size500_Nc135_Seed542,500,337,175100,SH SEDA 325ML-FR LISO PERFEITO,shampoo,59,first_relevance,1.371629146210653
DRI_L0size500_Nc135_Seed542,500,338,144174,SHAMPOO CLEAR MEN 2X1 GT 70ML   FC 400ML,shampoo,59,intra_novelty_relevance,0.8938965109161323
DRI_L0size500_Nc135_Seed542,500,339,166118,SHA PANTENE BRILHO EXTREMO 200ML,shampoo,59,intra_novelty_relevance,0.4371077967518416
DRI_L0size500_Nc135_Seed542,500,340,138682,SHAMPOO PALMOLIVE NAT FR 350ML CERAMIDAS FORCE,shampoo,59,intra_novelty_relevance,0.36981257626484954
DRI_L0size500_Nc135_Seed542,500,341,35837,MAC INST YAKISSOBA NISSIN LAMEN 500G,macarrao,60,first_relevance,1.7063444911730818
DRI_L0size500_Nc135_Seed542,500,342,77221,MACARRAO SEMOLA RENATA 500GR C/OVOS LINGUINE,macarrao,60,intra_novelty_relevance,0.6878945257421558
DRI_L0size500_Nc135_Seed542,500,343,35218,MAC INST CUP NOODLES 69G GALINHA CAIP,macarrao,60,intra_novelty_relevance,0.38942227271569513
DRI_L0size500_Nc135_Seed542,500,344,30450,"MAC INST ADRIA GAL CAIPIRA 74,3G",macarrao,60,intra_novelty_relevance,0.33538433914317967
DRI_L0size500_Nc135_Seed542,500,345,174291,ESC DENT ORAL B IND E.SOFT C/2 FIO DENTAL,escova de dentes,61,first_relevance,1.7091636734656366
DRI_L0size500_Nc135_Seed542,500,346,73047,ESCOVA DENTAL COLGATE ZIG ZAG C/2 SUAVE/MACIA,escova de dentes,61,intra_novelty_relevance,0.6560816613603132
DRI_L0size500_Nc135_Seed542,500,347,99207,AZEITE PORT EXT VIRG GALLO VD 500ML,azeite de oliva,62,first_relevance,1.9982091512583353
DRI_L0size500_Nc135_Seed542,500,348,156705,REFRIG COCA 2L-PET COLA FANTA GUAR 2L LV PG-,refrigerante,63,first_relevance,2.0140880813836954
DRI_L0size500_Nc135_Seed542,500,349,102,BALA GELATINA FINI 80G REGALIZ TUBES TWISTER,bala,64,first_relevance,1.3702185609644282
DRI_L0size500_Nc135_Seed542,500,350,90577,BALA GELAT HARIBO 100G-PC DENTINHOS MOR/FRAMB,bala,64,intra_novelty_relevance,0.34715393110260195
DRI_L0size500_Nc135_Seed542,500,351,34644,BALA GOMA DORI GOMETS 150G-PC MINHOCA ACIDA,bala,64,intra_novelty_relevance,0.24255753195408747
DRI_L0size500_Nc135_Seed542,500,352,46971,EXTRATO TOM ELEFANTE SO 300G TOMATE,extrato de tomate,65,first_relevance,1.5486876818663342
DRI_L0size500_Nc135_Seed542,500,353,50544,TOMATE FAZENDA RIO BONITO 180G ORG SWEET GRAPE,tomate,65,intra_novelty_relevance,0.27269642749786677
DRI_L0size500_Nc135_Seed542,500,354,87020,DESINF PINHO SOL M USO LAVANDA 500ML,desinfetante,66,first_relevance,1.4499333288383023
DRI_L0size500_Nc135_Seed542,500,355,50311,DESINF YPE BAK FR 2L FLORAL,desinfetante,66,intra_novelty_relevance,0.2623987091458046
DRI_L0size500_Nc135_Seed542,500,356,73308,DESINF USO GERAL LYSOFORM 1L LAV,desinfetante,66,intra_novelty_relevance,0.2010831590007818
DRI_L0size500_Nc135_Seed542,500,357,54132,FRALDA PAMPERS PANTS MEGA XG C/32,fralda,67,first_relevance,1.5887632966082386
DRI_L0size500_Nc135_Seed542,500,358,3764,FDA DESC HUGGIES TRIPLA PROT HP XXG 66UN,fralda,67,intra_novelty_relevance,0.5886134448235338
DRI_L0size500_Nc135_Seed542,500,359,167057,REFRESCO PO TANG UVA INTENSA    EV   25G,preparo para suco,68,first_relevance,1.5894351815877519
DRI_L0size500_Nc135_Seed542,500,360,92965,CIG ROTHMANS REBOOT BLUE N BOX CARTEIRA,cigarro,69,first_relevance,1.467857062241635
DRI_L0size500_Nc135_Seed542,500,361,16473,CIGARRO CHESTERFIELD SILVER 4.0 KS RCB 20,cigarro,69,intra_novelty_relevance,0.8018245554532193
DRI_L0size500_Nc135_Seed542,500,362,112374,ORG AVEIA QUAKER FLOCOS FINOS 170G,aveia e seus derivados,70,first_relevance,2.0107483984478547
DRI_L0size500_Nc135_Seed542,500,363,487,ABS HIG INTIMUS GEL NOT SECA C/ABAS  C/8,absorvente,71,first_relevance,1.6908540402466814
DRI_L0size500_Nc135_Seed542,500,364,154685,ABS.ALWAYS SUPER PROT.C/16 C/AB COB.SUAVE,absorvente,71,intra_novelty_relevance,0.5477199891852448
DRI_L0size500_Nc135_Seed542,500,365,84825,SAB BARRA ANTIBAC PROTEX MEN SPORT 85G,sabonete,72,first_relevance,1.5366329296821992
DRI_L0size500_Nc135_Seed542,500,366,99761,SABONETE BAR DOVE CX 90G ERVA DOCE,sabonete,72,intra_novelty_relevance,0.786653572335938
DRI_L0size500_Nc135_Seed542,500,367,991,SABON LUX 85G C/4 BOTANICALS L P- ROSAS FRANCESAS,sabonete,72,intra_novelty_relevance,0.4191140856358881
DRI_L0size500_Nc135_Seed542,500,368,100714,SAB PALMOLIVE NAT C/8 BR 85G L P- HID INT KARITE,sabonete,72,intra_novelty_relevance,0.3139649611200921
DRI_L0size500_Nc135_Seed542,500,369,111688,"SAB FRANCIS SUAVE AROMACH 85, ROSA CL, .",sabonete,72,intra_novelty_relevance,0.25707134335431486
DRI_L0size500_Nc135_Seed542,500,370,99188,SAB.NIVEA HIDR.FLOR CEREJEIRA   PE  85GR,sabonete,72,intra_novelty_relevance,0.23582737186318853
DRI_L0size500_Nc135_Seed542,500,371,81843,"SAB REXONA 84G, ANT BAC LIMP PROF, .",sabonete,72,intra_novelty_relevance,0.21723124698131452
DRI_L0size500_Nc135_Seed542,500,372,77666,CEREAL MAT SNOW FLAKES NESTLE 230G,cereal matinal,73,first_relevance,1.7672836652861514
DRI_L0size500_Nc135_Seed542,500,373,100937,CEREAL MATINAL SUCRILHOS KELLOGGS 240G,cereal matinal,73,intra_novelty_relevance,0.46650492323706916
DRI_L0size500_Nc135_Seed542,500,374,151281,LEITE COCO SOCOCO B.TEOR CALORI.VD 200ML,leite de coco,74,first_relevance,1.924756107995964
DRI_L0size500_Nc135_Seed542,500,375,132765,PEITO PERU SADIA LGH DEF PPSL FAT/KG,peito de peru,75,first_relevance,2.003436602651657
DRI_L0size500_Nc135_Seed542,500,376,169068,LAVA LOUCA LIQ YPE CLEAR CARE 500ml,detergente,76,first_relevance,1.9282893268325991
DRI_L0size500_Nc135_Seed542,500,377,69689,"SORV KIBON CREMOSISSIMO 1,5L PT FLOCOS",sorvete,77,first_relevance,1.752570515609335
DRI_L0size500_Nc135_Seed542,500,378,23884,"SORVETE NOBRELLI TRAD NAPOLITANO 1,3L",sorvete,77,intra_novelty_relevance,0.7011579883282087
DRI_L0size500_Nc135_Seed542,500,379,36932,SALAME ITALIANO SADIA 100G SPECIALE FAT/BORDA TEMP,salame,78,first_relevance,1.8013973857842278
DRI_L0size500_Nc135_Seed542,500,380,147616,QUEIJO PRESIDENT 150G MUSSARELA FAT,queijo,79,first_relevance,1.5003034715633632
DRI_L0size500_Nc135_Seed542,500,381,3987,QJ PARM TIROLEZ 50G RALADO,queijo,79,intra_novelty_relevance,0.7140976060051689
DRI_L0size500_Nc135_Seed542,500,382,143217,CREAM CHEESE VIGOR DANUBIO LIGHT 300g,queijo cremoso,79,intra_novelty_relevance,0.5781832886587589
DRI_L0size500_Nc135_Seed542,500,383,29485,"QJO MINAS FRESCAL POLENGHI 400G, TRAD",queijo,79,intra_novelty_relevance,0.4031130806504661
DRI_L0size500_Nc135_Seed542,500,384,112851,CREME RICOTA LAC LELO           PT  200G,queijo cremoso,79,intra_novelty_relevance,0.3787781018728701
DRI_L0size500_Nc135_Seed542,500,385,154720,ACHOC PO NESCAU 2.0 ACTIGEN 370g,achocolatado,80,first_relevance,1.7485400348147646
DRI_L0size500_Nc135_Seed542,500,386,126130,CHOC TAB LACTA PC 80G AO LEITE,chocolate,81,first_relevance,1.9086487963707883
DRI_L0size500_Nc135_Seed542,500,387,71840,CHOC GAROTO TALENTO BCO BR 85G DOCE LEITE,chocolate,81,intra_novelty_relevance,0.2844815976510771
DRI_L0size500_Nc135_Seed542,500,388,69236,LEITE FERM ACTIVIA LIQ GF AMEIXA 800g,leite fermentado,82,first_relevance,1.8708035406249346
DRI_L0size500_Nc135_Seed542,500,389,124359,"LTE FERM ELEGE BOB C/6 80G, TRAD, .",leite fermentado,82,intra_novelty_relevance,0.17982984207330438
DRI_L0size500_Nc135_Seed542,500,390,48422,PRESUNTO SADIA COZ FAT PC 200G,presunto,83,first_relevance,1.5113441533649565
DRI_L0size500_Nc135_Seed542,500,391,45281,MORTADELA SEARA GOURMET 180G DEF FATIADA,mortadela,83,intra_novelty_relevance,0.5797576339254904
DRI_L0size500_Nc135_Seed542,500,392,86486,BEB A BASE SOJA ADES UVA 1L,bebida de soja,84,first_relevance,2.027233057346832
DRI_L0size500_Nc135_Seed542,500,393,147141,BATATA PRE-FRITA MCCAIN SMILES CONG 400g,vegetal congelado,85,first_relevance,1.764158725006523
DRI_L0size500_Nc135_Seed542,500,394,165098,COCO RALADO FINO UMIDO COPRA 100G ADOCADO,derivados do coco seco,86,first_relevance,1.8263859497616846
DRI_L0size500_Nc135_Seed542,500,395,81942,LEITE PO INTEGRAL INST ITAMBE LT 400g,leite em po,87,first_relevance,1.7618581653001995
DRI_L0size500_Nc135_Seed542,500,396,79425,FIO DENTAL COLGATE 50M UN MENTA,fio dental,88,first_relevance,1.5711343328563858
DRI_L0size500_Nc135_Seed542,500,397,76802,ENX BUCAL PLAX COLGATE FRESH MINT 60ML,enxaguante bucal,88,intra_novelty_relevance,0.5272047391916292
DRI_L0size500_Nc135_Seed542,500,398,117601,CD.GEL SORRISO 90G ANTICARIE BRANQ. FLUOR CARV.ATI,creme dental,88,intra_novelty_relevance,0.43373769112272587
DRI_L0size500_Nc135_Seed542,500,399,165791,ALIM P/ GATOS WHISKAS AD CARNE JELLY SACHE 85g,alimento pet,89,first_relevance,1.7769523505985707
DRI_L0size500_Nc135_Seed542,500,400,99941,RACAO P/CAES DOG CHOW FGO/CARN,alimento pet,89,intra_novelty_relevance,0.9805113157825788
DRI_L0size500_Nc135_Seed542,500,401,80981,"ALI CAO PEDIGREE SC 100G, FRANGO ADULTO",alimento pet,89,intra_novelty_relevance,0.7104820207303973
DRI_L0size500_Nc135_Seed542,500,402,62837,ALIM GATO FRISKIES FILHOTES      PCT 1KG,alimento pet,89,intra_novelty_relevance,0.377181137623705
DRI_L0size500_Nc135_Seed542,500,403,169699,REFRIG FANTA GUARANA 2L,refrigerante,90,first_relevance,1.3039470902454062
DRI_L0size500_Nc135_Seed542,500,404,137423,REFRI COCA-COLA ZERO PET 1.5L C/4,refrigerante,90,intra_novelty_relevance,0.9881459999025277
DRI_L0size500_Nc135_Seed542,500,405,52199,REFRIGERANTE PEPSI COLA TWIST LT 350ml,refrigerante,90,intra_novelty_relevance,0.46798909300877317
DRI_L0size500_Nc135_Seed542,500,406,9302,REFR SODA LIMONADA ANTARCTICA LT 350ML,refrigerante,90,intra_novelty_relevance,0.2536464671440122
DRI_L0size500_Nc135_Seed542,500,407,18601,REFRIG LARANJA SUKITA PET 600ML,refrigerante,90,intra_novelty_relevance,0.18647769121672658
DRI_L0size500_Nc135_Seed542,500,408,32464,FILTRO PAPEL MELITTA C/30 103 AGUA ADOC,coador,91,first_relevance,1.8953833113800544
DRI_L0size500_Nc135_Seed542,500,409,126976,BEB CAST A TAL DA CASTANHA 1L BARISTA,outra bebida vegetal,92,first_relevance,1.726231523409695
DRI_L0size500_Nc135_Seed542,500,410,8941,"AMAC ROUPA CONC DOWNY 1,5L-FR BRISA VERAO",amaciante,93,first_relevance,1.9759447736397724
DRI_L0size500_Nc135_Seed542,500,411,84355,AMAC.ROUP.CONC.COMFORT 1L PURO CUIDADO,amaciante,93,intra_novelty_relevance,0.365551562569435
DRI_L0size500_Nc135_Seed542,500,412,55697,LEITE COND NESTLE MOCA SEMI DESN TP 395G,leite condensado,94,first_relevance,1.976663367833603
DRI_L0size500_Nc135_Seed542,500,413,42557,LING FGO PERDIGAO N-BRASA 600G-PC CONG C/ BACON,linguica,95,first_relevance,1.235025208447543
DRI_L0size500_Nc135_Seed542,500,414,38149,HAMB FRANGO SADIA CXTA 672G    HFRC,hamburguer congelado,95,intra_novelty_relevance,0.9731409358989702
DRI_L0size500_Nc135_Seed542,500,415,162526,HAMBURGUER SEARA TEXAS BOV 56G,hamburguer congelado,95,intra_novelty_relevance,0.7251600432878916
DRI_L0size500_Nc135_Seed542,500,416,11011,LINGUICA DE CARNE SUINA RESF AURORA 700G,linguica,95,intra_novelty_relevance,0.4384805434929915
DRI_L0size500_Nc135_Seed542,500,417,82526,COXINHA ASA PIF PAF IQF 1KG,carne de ave,95,intra_novelty_relevance,0.2844969608635608
DRI_L0size500_Nc135_Seed542,500,418,170188,PRATO PRON MACN CHEESE SADIA 350G CHEDDAR E CALAB,outro congelado,95,intra_novelty_relevance,0.2629347577017975
DRI_L0size500_Nc135_Seed542,500,419,109986,EMP FGO SADIA NUGGETS 300G C/QJ,empanado congelado,95,intra_novelty_relevance,0.26043917312792686
DRI_L0size500_Nc135_Seed542,500,420,86888,STEAK RECH PRES PERU QJO PERD 100G,empanado congelado,95,intra_novelty_relevance,0.23311783925496338
DRI_L0size500_Nc135_Seed542,500,421,95962,TOALHA PAPEL SNOB CLASS FD 120F C/2,papel toalha,96,first_relevance,1.392200335678106
DRI_L0size500_Nc135_Seed542,500,422,125849,TOALHA UMED HUGGIES BABY WIPES C/48,lenco umedecido,97,first_relevance,1.7047362714281442
DRI_L0size500_Nc135_Seed542,500,423,131241,SANDUICHE SADIA HOT POCKET X BACON 145G,sanduiche congelado,98,first_relevance,2.188746143291528
DRI_L0size500_Nc135_Seed542,500,424,25153,DESOD SANIT PATO GEL ADES MARINE AP 38g,desodorante,99,first_relevance,1.7550116954778212
DRI_L0size500_Nc135_Seed542,500,425,70460,MARGARINA QUALY CREM PT 500G S/SAL,margarina,100,first_relevance,1.5385991876540754
DRI_L0size500_Nc135_Seed542,500,426,59516,MARG BECEL MANT C/SAL PT 250G,margarina,100,intra_novelty_relevance,0.5282813362514125
DRI_L0size500_Nc135_Seed542,500,427,26734,SAL REFINADO EXTRA CISNE 1KG,sal,100,intra_novelty_relevance,0.29455023644350053
DRI_L0size500_Nc135_Seed542,500,428,26257,BISC.MABEL 350G ROSQUINHA COCO,biscoito,101,first_relevance,1.4073281730870073
DRI_L0size500_Nc135_Seed542,500,429,132664,IOG PED FRUTA BATAVO 500G DUO ABACAXI COCO,iogurte,101,intra_novelty_relevance,0.3367140063934837
DRI_L0size500_Nc135_Seed542,500,430,64160,"SABAO PO SURF SCH 1,6KG, COCO, .",lava roupas,101,intra_novelty_relevance,0.2228259485525555
DRI_L0size500_Nc135_Seed542,500,431,53910,INSET ELET LIQ SBP CITRONELA 45N RF 35ml,repelente,102,first_relevance,1.7451002148895365
DRI_L0size500_Nc135_Seed542,500,432,51540,CEBOLA/ALHO/SALSA KITANO PCT 40G,tempero pronto,103,first_relevance,1.4125275714577181
DRI_L0size500_Nc135_Seed542,500,433,131395,"LAVA ROUPA TIXAN YPE 4KG PG3,6KG PO CONC PRIMAVERA",lava roupas,104,first_relevance,2.14044239552889
DRI_L0size500_Nc135_Seed542,500,434,2732,LAVA ROUPAS PO CT OMO 800G LAVAGEM PERF.,lava roupas,104,intra_novelty_relevance,0.49920501762093805
DRI_L0size500_Nc135_Seed542,500,435,169139,GOMA MASCAR TRIDENT X FRESH 8G INTENSE,goma de mascar,105,first_relevance,1.8805429705883965
DRI_L0size500_Nc135_Seed542,500,436,124369,COUVE MANTEIGA PICADA HIG CAISP 180G,couve,106,first_relevance,1.1943912100793441
DRI_L0size500_Nc135_Seed542,500,437,143172,ALCOOL COPERALCOOL 46 INPM 1L,alcool,107,first_relevance,1.6552080293822298
DRI_L0size500_Nc135_Seed542,500,438,19170,SHA COND SEDA LISO PERF 325ML P ESP,kit para cabelos,108,first_relevance,1.7076065648026246
DRI_L0size500_Nc135_Seed542,500,439,129423,REQUEIJAO LIGHT CREM CATUPIRY CP 200G,requeijao,109,first_relevance,1.587778083474285
DRI_L0size500_Nc135_Seed542,500,440,25975,REQ POCOS CALDAS CREMOSO LIGHT 400G,requeijao,109,intra_novelty_relevance,0.48766839274122564
DRI_L0size500_Nc135_Seed542,500,441,128159,AREIA HIG PIPICAT KELCO FLORAL 4KG,granular higienico,110,first_relevance,1.8000803390981002
DRI_L0size500_Nc135_Seed542,500,442,154521,PATE ATUM AZEITONA VERD COQUEIRO SC 170G,pate,111,first_relevance,1.5961210688568608
DRI_L0size500_Nc135_Seed542,500,443,162442,APAR BARB BIC COMFORT 3 P NORM L4P3 UN,aparelho de barbear e depilatorio,112,first_relevance,1.385490312259081
DRI_L0size500_Nc135_Seed542,500,444,162287,AP BARBEAR GILLETTE PRESTOBARBA C2 LAM ULTRA GRIP,aparelho de barbear e depilatorio,112,intra_novelty_relevance,1.1870984293843845
DRI_L0size500_Nc135_Seed542,500,445,52570,MAIONESE HELLMANNS 335G CHIPOTLE PIMENTA SQZ,maionese,113,first_relevance,1.3881895239586028
DRI_L0size500_Nc135_Seed542,500,446,59885,MAIONESE CASEIRA TRAD LIZA PT 450G,maionese,113,intra_novelty_relevance,0.20338720577565328
DRI_L0size500_Nc135_Seed542,500,447,56528,QUEIJO AURORA KG MUSSARELA PECA,queijo,114,first_relevance,1.179344380534096
DRI_L0size500_Nc135_Seed542,500,448,82395,BIFE CONTRA FILE EMB FAMILIAR CRFO KG,carne bovina,114,intra_novelty_relevance,0.16718030420710067
DRI_L0size500_Nc135_Seed542,500,449,164740,RG COXAO MOLE FORA VACUO RESF KG,carne bovina,114,intra_novelty_relevance,0.1545722203418501
DRI_L0size500_Nc135_Seed542,500,450,94124,QJ MUCARELA IMP FAT KG,queijo,114,intra_novelty_relevance,0.13993207934825774
DRI_L0size500_Nc135_Seed542,500,451,48342,MELAO AMARELO NAC GNEL KG,melao,114,intra_novelty_relevance,0.12552174650798933
DRI_L0size500_Nc135_Seed542,500,452,90512,COSTELA PAMPLONA SUIN DEFUMADA MF PED KG,carne suina,114,intra_novelty_relevance,0.11381722473024164
DRI_L0size500_Nc135_Seed542,500,453,98711,CB MATURATTA MAMINHA ALCATRA KG PEC VACUO,carne bovina,114,intra_novelty_relevance,0.10827938500647838
DRI_L0size500_Nc135_Seed542,500,454,163210,QJO MINAS FRESCAL TIROLEZ KG,queijo,114,intra_novelty_relevance,0.10639226142676146
DRI_L0size500_Nc135_Seed542,500,455,153300,LING FRIMESA CALABRESA A GRANEL kg (6),linguica,114,intra_novelty_relevance,0.10333400933329279
DRI_L0size500_Nc135_Seed542,500,456,43999,IND SALSICHA PIF PAF HOT DOG KG RESFD,salsicha,114,intra_novelty_relevance,0.08952058702583507
DRI_L0size500_Nc135_Seed542,500,457,170854,BACON SAN FRANCISCO MANTA PALETA   AV KG,carne suina,114,intra_novelty_relevance,0.08308160646081027
DRI_L0size500_Nc135_Seed542,500,458,170765,PERA PACK TRIU BEN KG,pera,114,intra_novelty_relevance,0.07813598131542596
DRI_L0size500_Nc135_Seed542,500,459,164200,BOLO CUCA PM DOCE LEITE/MACA KG,padaria e confeitaria fresca,114,intra_novelty_relevance,0.07780867413817676
DRI_L0size500_Nc135_Seed542,500,460,52208,IOG LIQ VIGOR 170G-GF VIT FRUTAS,iogurte,115,first_relevance,1.6700845185691304
DRI_L0size500_Nc135_Seed542,500,461,25455,IOG DANONE LIQ MORANGO 1250G,iogurte,115,intra_novelty_relevance,0.2758683841918457
DRI_L0size500_Nc135_Seed542,500,462,121314,VINAGRE ALCOOL CASTELO COLORIDO 4  750ML,vinagre,116,first_relevance,1.8015009182808108
DRI_L0size500_Nc135_Seed542,500,463,28515,BISC.WAFER BONO 110G RECH.CHOC. PCT,biscoito,117,first_relevance,1.7469085843515326
DRI_L0size500_Nc135_Seed542,500,464,142795,BISC.COOKIES NESTLE 60G NEGRESCO CHOC.GOTAS BAUN,biscoito,117,intra_novelty_relevance,0.19195285143633745
DRI_L0size500_Nc135_Seed542,500,465,50010,"BISC MARILAN TEENS RECH 80G, CHOC BCO",biscoito,117,intra_novelty_relevance,0.15211937776639406
DRI_L0size500_Nc135_Seed542,500,466,80269,BISC WAF CHOC AVELA BAUDUCCO 140G,biscoito,117,intra_novelty_relevance,0.1400147753040756
DRI_L0size500_Nc135_Seed542,500,467,115210,AMENDOIM PETTIZ DORI CROC 150G  JAPONES,amendoim,118,first_relevance,1.5170036254897576
DRI_L0size500_Nc135_Seed542,500,468,54556,AMENDOIM ELMA CHIPS 100G FRITO/SALG S/PELE PCT,amendoim,118,intra_novelty_relevance,0.4526686076812774
DRI_L0size500_Nc135_Seed542,500,469,166591,ALHO/CEBOLA PICADO TAPAJOS S/SAL 200G,outro condimento,119,first_relevance,1.291167396808046
DRI_L0size500_Nc135_Seed542,500,470,28959,PASTA DE SOJA PURO SABOR ALHO PORO 175G,outro vegetal processado,119,intra_novelty_relevance,0.25891799345833916
DRI_L0size500_Nc135_Seed542,500,471,155534,CJ COPO NADIR  OCA LD C/6 300ML,copo,120,first_relevance,1.3567152560110318
DRI_L0size500_Nc135_Seed542,500,472,170491,ZOLPAZ 10MG C.30 COMPRIMIDOS PSICO GENON,outro farma,121,first_relevance,1.4243491492442242
DRI_L0size500_Nc135_Seed542,500,473,61660,G CLORTALIDONA 12.5MG C/60 COMP EMS,outro farma,121,intra_novelty_relevance,0.7730872610617032
DRI_L0size500_Nc135_Seed542,500,474,47327,GAESO 20MG C. 28 CP ACHE,outro farma,121,intra_novelty_relevance,0.4036099443788557
DRI_L0size500_Nc135_Seed542,500,475,44038,NOVALGINA 500MG C/10 COMPR. HOSPI SANOFI,outro farma,121,intra_novelty_relevance,0.34462759108329916
DRI_L0size500_Nc135_Seed542,500,476,35282,G HIDROCLOR 25MG C30 CPR NEO QUIMICA,outro farma,121,intra_novelty_relevance,0.31754932689613374
DRI_L0size500_Nc135_Seed542,500,477,13669,TORRADA BAUDUCCO MULTIGRAOS     PCT 142G,torrada,122,first_relevance,1.4725513588652337
DRI_L0size500_Nc135_Seed542,500,478,23426,MOLHO TOM MANJERICAO HEINZ SC 340G,molho de tomate,123,first_relevance,1.5440571327155626
DRI_L0size500_Nc135_Seed542,500,479,155443,MOLHO TOMATE POMAROLA TRAD SACHET 300g,molho de tomate,123,intra_novelty_relevance,0.6494290966757678
DRI_L0size500_Nc135_Seed542,500,480,42927,CHIN FEM HAV SLIM GLOSS RSA 37 38,chinelo,124,first_relevance,1.7928650740174334
DRI_L0size500_Nc135_Seed542,500,481,42039,PICOLE KIBON MAGNUM CLASSICO 69G,picole,125,first_relevance,1.5139493756924547
DRI_L0size500_Nc135_Seed542,500,482,20219,BISC LEITE MALTADO PIRAQUE 85G RECH DOCE DE LEITE,biscoito,126,first_relevance,1.7093306336422232
DRI_L0size500_Nc135_Seed542,500,483,22408,BISC.AMANT.BAUDUCCO 335G LEITE GOTA CHOC,biscoito,126,intra_novelty_relevance,0.1778874932808019
DRI_L0size500_Nc135_Seed542,500,484,27081,ATUM GOMES DA COSTA RALADO LT 170G OLEO DEF,proteina em conserva,127,first_relevance,2.1097406754852206
DRI_L0size500_Nc135_Seed542,500,485,23802,UVA PASSA ESCURA RAIZ BEM 500G S/SE,uva,128,first_relevance,1.252906386335372
DRI_L0size500_Nc135_Seed542,500,486,13600,"NECTAR FRUTA TIAL KIDS 200ML, UVA",suco pronto,128,intra_novelty_relevance,0.33326933334649556
DRI_L0size500_Nc135_Seed542,500,487,145708,UVA PRETA SEM SEMENTE SQ 250G,uva,128,intra_novelty_relevance,0.23412908687744205
DRI_L0size500_Nc135_Seed542,500,488,42774,AGUA TONICA ANTARCTICA ZERO     LT 350ML,agua tonica,129,first_relevance,1.485722622667836
DRI_L0size500_Nc135_Seed542,500,489,64071,SALG ELMA CHIPS DORITOS QJ NACHO 55G,aperitivo,130,first_relevance,1.4015442691599433
DRI_L0size500_Nc135_Seed542,500,490,32919,SALG TORCIDA JR 45G-PC QUEIJO,aperitivo,130,intra_novelty_relevance,0.5565876464925017
DRI_L0size500_Nc135_Seed542,500,491,88043,SALG CHEETOS ONDA REQUEIJAO     PCT 140G,aperitivo,130,intra_novelty_relevance,0.3182705804035535
DRI_L0size500_Nc135_Seed542,500,492,102453,SALG TRIGO PINGO D OURO BACON 120G,aperitivo,130,intra_novelty_relevance,0.2216942463730383
DRI_L0size500_Nc135_Seed542,500,493,172589,"TOALHA BANHO SISA ADRIANE, VERMELHO",toalha,131,first_relevance,1.2698562026937776
DRI_L0size500_Nc135_Seed542,500,494,77487,PIZZA CONG SADIA LOMBO REQ MUSS 460G,pizza congelada,132,first_relevance,1.5869918468713349
