nm_item,nm_product,metric_value,metric_type,optimization_goal,l0_indices_str
BOLINHO CASA SUICA TM BAUN C/REC BAU 40G,padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CORACAO FGO CARRER RESF BDJ 750g,carne de ave,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BISCOITO DE ARROZ CAMIL FLOW PACK 90G,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
MAN MARG LECO C SAL 200G,manteiga,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
"BIG CHICKEN PERDIGAO 1KG, TRADICIONAL",empanado congelado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PAD BISCOITO CASEIRO KG,padaria e confeitaria fresca,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SALG MILHO CHEETOS MIX UPS 45G,aperitivo,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
LAVA ROUPA COMFORT LIQ HYDRA SERUM FR 3L,lava roupas,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CERV COLORADO LAGER SLEEK 350ML,cerveja,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BOLINHO ZERO INTEGRAL NOZES 35G,padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BURGUER PACK KIT 3 UNID,hamburguer congelado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
ESPETO LING CONF,proteina congelada,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BISC WAFER BONO 110G CHOCOLATE,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
COOKIES BORGREVE 300G COBERT D CHOC,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
TORCIDA CAMARAO 45G,aperitivo,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PASTILHA TIC TAC FRUTAS SILVEST 16G,bala,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
FILE PEITO FGO RIVELLI CONG IQF 800G,carne de ave,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
FILE COXA SCX NAT CONG IQF PCT 1kg,carne de ave,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
KIT ORNAMENTOS 24PCS TRADIC UNI,artigo de natal,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
ROUPA INTIMA  PANTS DERMACARE G C 8UN,fralda adulto,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PAO HAMB HOMEBAKE CROC 260G,padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
FILE MERLUZA PLANALTO 500G,peixe,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CR DENTAL ORAL B 70G ESCUDO ANTIACUCAR,creme dental,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SAB REXONA C/6 84G L P- ANTIBAC LIMP PRO,sabonete,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
IOG COALHADA NAT PARC DESN SERRAMAR 170G,iogurte,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PEITO FRANGO CONG kg,carne de ave,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BISC ISABELA 350G INTEGRAL,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
"IOG LIQ ITAMBE 170G, FRUTAS VERMELHAS",iogurte,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
FILE TILAPIA IQF PC 800G,peixe,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SALGADINHO PIRAQUE SORTIDOS 175g,aperitivo,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BOLINHO BAUDUCCO 40G MORANGO,padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
COXI ASA KG,carne de ave,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CAFE CAP TRES CORACOES EXP ATEN 80G 10UN,cafe,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SABONETE FRANCIS SUAVE 85G VERDE,sabonete,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PAO FERMEN NAT INTEG WICK 370GR,padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CAFE VAC DO PONTO TRAD 500 GR,cafe,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
QA MAC INST CARNE QUALITA 85G,macarrao,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CAPSULA CAFE TRES 75G FILTRADO CLASSICO,cafe,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
LAVA ROUPA PO OMO LAVAGEM PERF SC 2 200KG,lava roupas,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
