nm_item,nm_product,metric_value,metric_type,optimization_goal,l0_indices_str
CONTRA FILE MATURATTA ENTRECOTE KG ESP CHUR,carne bovina,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
ANTISSEPT B LISTERINE C MINT L P- 500ML UN,enxaguante bucal,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
ABACAXI EXPRESS CRFO UNID,abacaxi,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
REQ CREMO T DANO200G 200G,requeijao,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
FERMENTO EM PO BIOLOGICO APTI 10G,fermento,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
MORT. SADIA FRANGO              PE 400GR,mortadela,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
"BEBIDA LACT FERM DANONE KD 510G, MORANGO",bebida lactea,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
CJ PANELAS JUPITER COM 4 PECAS,outro utensilio de cozinha,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
GOIABA BRANCA KG,goiabada,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
MAS MACAR BOM GOS SMOLA 500G,macarrao,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
ROSQ VIT GRANEL LEIT 350G 350G,padaria e confeitaria industrializado,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
FLEISCHMANN FUBA 450G,preparo para bolo,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
SABT REXONA ANTIBAC MULTIVITAMINAS 84g,sabonete,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
BISC CHO COOKIES GOTA CHO NESTLE 120G,biscoito,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
PIMEN REINO MOIDA KITANO 50G PTA,outro condimento,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
GEL COLA FIXED PRETO 200G,modelador para cabelo,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
ERVA DOCE ANGELICA 10G,outro condimento,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
VH TT FINCA PREMIADA CARMENERE 750ML,vinho importado,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
GELAT PO LOWCUCAR 10G-CX ZERO ACUC FR VRM,gelatina,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
VINHO SAO PASQUAL TINTO SUAVE  GA 4.55LT,vinho nacional,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
PICOLE KIBON MAGNUN CHOCOLATE BELGA  69G,picole,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
TORRADA ISABELA TRAD 142g,torrada,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
CEBOLINHA PICADA VEGEPACK 70G,cebolinha,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
APARELHO DE JANTAR COM 8PCS BARROCO,aparelho de barbear e depilatorio,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
TORRADA VISCONTI MANTEIGA 120G,torrada,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
LTE ITAMBE INST 400G,leite em po,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
VINAGRE ROSINA MACA             FC 750ML,vinagre,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
CHOCOLOMBA GOTAS BAUDUCCO 700G,outro doce,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
FARINHA MAND DEUSA 500G BIJU,farinha de mandioca,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
MARCADOR DE TEXTO PACK C 5,marcador de texto,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
"LASANHA MASSALEVE 570G, 4 QJS, .",lasanha congelada,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
CEBOLA PIRULIT SETE FRATELLI 1Kg,cebola,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
DESOD AERO GIOVANNA BABY PEACH 150ML,desodorante,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
POMODORO POLPA TTR 520G,polpa de tomate,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
DESOD NIVEA MASC DRY IMPACT AE     150ML,desodorante,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
SOLUCAO LISTERINE 1L COOL MINT INTENSA,enxaguante bucal,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
"VINHO SANGUE BOI 4L, TO SVE, .",vinho nacional,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
LEITE PO PIRACANJUBA INTEG 1KG-PC. INST,leite em po,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
SALADA DE FRUTAS HORTMIX 300G,prato pronto,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
